App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last update,Privacy Policy,Content Rating,Ad Supported,In app purchases,Editor Choice,Summary,Reviews,Android version Text,Developer,Developer Address,Developer Internal ID,Version
Field Service Mobile (2017),com.microsoft.dynamics.fs.mobile,Business,3.11,118,"10,000+",10000,TRUE,0,USD,41M,3,6720847872553660000,http://www.microsoft.com,msandapp@microsoft.com,"Nov 9, 2016","April 27, 2019",https://go.microsoft.com/fwlink/?linkid=832139,Everyone,N/A,FALSE,FALSE,Field Service for Microsoft Dynamics 365,59,3.0 and up,Microsoft Corporation,One Microsoft Way,6.72085E+18,9.1.231
Graph Notifications Sample App,com.microsoft.connecteddevices.graphnotifications,Communication,4.219512,41,"1,000+",1000,TRUE,0,USD,46M,4.4,6720847872553660000,https://developer.microsoft.com/en-us/windows/project-rome,graphnotificationsfeedback@service.microsoft.com,"Sep 24, 2018","September 25, 2018",https://go.microsoft.com/fwlink/?LinkId=521839​,Everyone,N/A,FALSE,FALSE,Sample for demonstrating Microsoft Graph Notifications,11,4.4 and up,Microsoft Corporation,One Microsoft Way,6.72085E+18,2
Dynamics AX 2012,microsoft.dynamicsax,Business,3.659091,44,"10,000+",10000,TRUE,0,USD,2.2M,4,6720847872553660000,http://www.microsoft.com,msandapp@microsoft.com,"Aug 29, 2018","December 21, 2018",http://go.microsoft.com/fwlink/?LinkID=301839,Everyone,N/A,FALSE,FALSE,The Dynamics AX app enables users to capture time and expense on the go!,16,4.0 and up,Microsoft Corporation,One Microsoft Way,6.72085E+18,5
TEALS Pulse,com.microsoft.tealspulse,Education,3.7333333,15,"1,000+",1000,TRUE,0,USD,65M,7,6720847872553660000,https://www.microsoft.com/en-us/teals,msandapp@microsoft.com,"Aug 15, 2017","January 11, 2020",https://aka.ms/tealspac,Everyone,N/A,FALSE,FALSE,TEALS volunteers can provide classroom feedback to their Regional Manager.,9,7.0 and up,Microsoft Corporation,One Microsoft Way,6.72085E+18,2.0.1
AR Conference Scavenger Hunt,com.microsoft.ARConferenceScavengerHunt,Events,3.3448277,29,"1,000+",1000,TRUE,0,USD,58M,4,6720847872553660000,http://www.microsoft.com,msandapp@microsoft.com,"May 31, 2017","May 31, 2017",https://aka.ms/privacy,Everyone,N/A,FALSE,FALSE,Augmented Reality application built for interactive conferences.,15,4.0 and up,Microsoft Corporation,One Microsoft Way,6.72085E+18,2
Path Guide,com.microsoft.msra.followus.app,Maps & Navigation,3.5,211,"10,000+",10000,TRUE,0,USD,12M,5,6720847872553660000,https://aka.ms/mspathguide,msandapp@microsoft.com,"May 23, 2017","July 16, 2017",http://go.microsoft.com/fwlink/?LinkID=286687,Everyone,N/A,FALSE,FALSE,Plug-and-play indoor navigation without positioning.,103,5.0 and up,Microsoft Corporation,One Microsoft Way,6.72085E+18,1.1.0
Project Finder for Dynamics365,com.microsoft.projectfindermobile,Business,4.2380953,63,"5,000+",5000,TRUE,0,USD,22M,4.2,6720847872553660000,https://www.microsoft.com,msandapp@microsoft.com,"Apr 28, 2016","October 2, 2017",https://go.microsoft.com/fwlink/p/?LinkID=310138,Everyone,N/A,FALSE,FALSE,Enables workers to find and sign up for project work in Dynamics 365.,16,4.2 and up,Microsoft Corporation,One Microsoft Way,6.72085E+18,1.1709.23.1
Dynamics AX,microsoft.dynamics,Business,3.51,318,"50,000+",50000,TRUE,0,USD,976k,2.3.3,6720847872553660000,http://www.microsoft.com,msandapp@microsoft.com,"Jun 14, 2013","October 26, 2015",http://www.microsoft.com/en-us/download/details.aspx?id=36520,Everyone,N/A,FALSE,FALSE,The Dynamics AX app enables users to capture time and expense on the go!,72,2.3.3 and up,Microsoft Corporation,One Microsoft Way,6.72085E+18,3.3
Google Lens,com.google.ar.lens,Tools,4.511271,1020673,"500,000,000+",500000000,TRUE,0,USD,Varies with device,6,5700313618786170000,https://lens.google.com,apps-help@google.com,"Jun 4, 2018","November 30, 2020",http://www.google.com/policies/privacy/,Everyone,N/A,FALSE,FALSE,"Translate words, identify plants, find products, & more—using just your camera",344616,6.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Messages,com.google.android.apps.messaging,Communication,4.422226,5186805,"1,000,000,000+",1000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://www.google.com/mobile/android/,apps-help@google.com,"Nov 12, 2014","May 26, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"Simple, helpful messaging by Google",1576049,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
YouTube Studio,com.google.android.apps.youtube.creator,Video Players & Editors,4.3652296,1287577,"100,000,000+",100000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://www.youtube.com/,apps-help@google.com,"Jun 26, 2014","May 6, 2021",http://www.google.com/policies/privacy,Teen,N/A,FALSE,FALSE,Manage your YouTube channel on the go,529249,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Google Docs,com.google.android.apps.docs.editors.docs,Productivity,4.274917,1528095,"1,000,000,000+",1000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,https://support.google.com/docs/?p=android_docs_help,apps-help@google.com,"Apr 30, 2014","May 26, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Create and edit documents on the go.,323799,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
YouTube TV - Watch & Record Live TV,com.google.android.apps.youtube.unplugged,Entertainment,3.723373,94991,"10,000,000+",10000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://tv.youtube.com,youtube-support@google.com,"Apr 5, 2017","May 24, 2021",http://www.google.com/policies/privacy,Teen,N/A,FALSE,FALSE,"Try it FREE! Watch and DVR live TV from 85+ channels, including sports networks.",39090,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Hangouts,com.google.android.talk,Communication,4.0235696,5048229,"1,000,000,000+",1000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,https://support.google.com/hangouts/?p=androidhelp,apps-help@google.com,"May 15, 2013","May 14, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"Hangouts - free messaging, video, and voice",1453242,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Google Voice,com.google.android.apps.googlevoice,Communication,4.2444973,258711,"10,000,000+",10000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://www.google.com/voice,apps-help@google.com,N/A,"May 28, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,A customizable phone number in the cloud,87201,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Google One,com.google.android.apps.subscriptions.red,Productivity,4.341033,183178,"100,000,000+",100000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://one.google.com/,apps-help@google.com,"May 24, 2018","May 26, 2021",http://www.google.com/policies/privacy,Everyone,N/A,TRUE,FALSE,"Automatic phone backup, expanded storage for Drive, Gmail, Photos, and more.",46174,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Google Sheets,com.google.android.apps.docs.editors.sheets,Productivity,4.2722673,920479,"500,000,000+",500000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,https://support.google.com/docs/?p=android_sheets_help,apps-help@google.com,"Apr 30, 2014","May 26, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Create and edit spreadsheets on the go.,173683,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Google Classroom,com.google.android.apps.classroom,Education,2.599855,1556157,"100,000,000+",100000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,https://classroom.google.com/,apps-help@google.com,"Jan 14, 2015","May 12, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Connect with your classes and do assignments on the go.,558045,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Contacts,com.google.android.contacts,Communication,4.300425,612557,"500,000,000+",500000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://www.android.com/,apps-help@google.com,"Dec 7, 2015","May 26, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Back up your contacts & access them anywhere,151418,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Files by Google: Clean up space on your phone,com.google.android.apps.nbu.files,Tools,4.608065,4423691,"1,000,000,000+",1000000000,TRUE,0,USD,Varies with device,5,5700313618786170000,http://filesgo.google.com/,files-feedback@google.com,"Dec 1, 2017","May 20, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"Clean up your phone, find files fast & share files offline",1679419,5.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,1.0.372842724
"Google Assistant - Get things done, hands-free",com.google.android.apps.googleassistant,Productivity,4.098437,388639,"100,000,000+",100000000,TRUE,0,USD,1.3M,5,5700313618786170000,https://assistant.google.com/,apps-help@google.com,"Oct 4, 2017","March 9, 2018",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"Call, search, navigate, and more—all with your Google Assistant.",156668,5.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,0.1.187945513
YouTube,com.google.android.youtube,Video Players & Editors,4.3063583,108066875,"5,000,000,000+",5000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,https://support.google.com/youtube/topic/2422554?rd=1,ytandroid-support@google.com,"Oct 20, 2010","May 27, 2021",http://www.google.com/policies/privacy,Teen,TRUE,FALSE,FALSE,Enjoy your favorite videos and channels with the official YouTube app.,37998715,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Google Calendar,com.google.android.calendar,Productivity,4.2837706,1665645,"1,000,000,000+",1000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://support.google.com/calendar?p=mobilesync,apps-help@google.com,"Oct 17, 2012","May 25, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Get the official Google Calendar app designed to make the most of every day,389633,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Snapseed,com.niksoftware.snapseed,Photography,4.458303,1372788,"100,000,000+",100000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,https://support.google.com/snapseed,apps-help@google.com,"Dec 6, 2012","April 14, 2020",http://www.google.com/policies/privacy/,Everyone,N/A,FALSE,FALSE,Professional quality photo edits with the new Snapseed.,365242,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Google Fit: Health and Activity Tracking,com.google.android.apps.fitness,Health & Fitness,3.8788743,443894,"50,000,000+",50000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://www.android.com/,apps-help@google.com,"Oct 28, 2014","May 20, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Want to take charge of your health? Let Google Fit help you reach your goals.,127326,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Google Photos,com.google.android.apps.photos,Photography,4.4745703,34760259,"5,000,000,000+",5000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,https://support.google.com/photos,apps-help@google.com,"May 28, 2015","May 26, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"The home for your memories. Relive, share, and organize your photos.",11025402,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Google Family Link for parents,com.google.android.apps.kids.familylink,Tools,3.1924636,932692,"50,000,000+",50000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,https://families.google.com/familylink,familylink-support@google.com,"Mar 15, 2017","May 27, 2021",https://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"Set screen time limits, manage apps, and view app activity for your kids device.",379250,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,1.76.0.E.369500439
Google Slides,com.google.android.apps.docs.editors.slides,Productivity,4.1897283,496853,"500,000,000+",500000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,https://support.google.com/docs/?p=android_slides_help,apps-help@google.com,"Jun 25, 2014","May 26, 2021",http://www.google.com/mobile/android/,Everyone,N/A,FALSE,FALSE,Create and edit presentations on the go.,98210,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Android Auto for phone screens,com.google.android.projection.gearhead.phonescreen,Auto & Vehicles,2.9293077,6583,"1,000,000+",1000000,TRUE,0,USD,1.3M,N/A,5700313618786170000,http://www.android.com/auto,android-auto-app@google.com,"Nov 4, 2019","November 4, 2019",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"Must-have smart driving app with maps, media, messaging, and voice actions",3867,,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,1.1
"Android Auto - Google Maps, Media & Messaging",com.google.android.projection.gearhead,Auto & Vehicles,4.2697425,1772994,"1,000,000,000+",1000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://www.android.com/auto,android-auto-app@google.com,"Mar 19, 2015","May 17, 2021",http://www.google.com/policies/privacy,Teen,N/A,FALSE,FALSE,"Control maps, media and messaging, with the Google Assistant while you drive",662406,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Gboard - the Google Keyboard,com.google.android.inputmethod.latin,Tools,4.5116954,8119035,"1,000,000,000+",1000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,https://support.google.com/gboard,gboard-dev-support@google.com,"Jun 5, 2013","May 25, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"Fast and smart typing with Emojis, GIFs, and more",2888221,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Google Podcasts: Discover free & trending podcasts,com.google.android.apps.podcasts,Music & Audio,4.642212,125457,"100,000,000+",100000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,N/A,apps-help@google.com,"Jun 19, 2018","March 25, 2020",http://www.google.com/policies/privacy,Teen,N/A,FALSE,FALSE,"A podcast player, from Google. Listen and subscribe to the world’s podcasts.",47366,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Google Opinion Rewards,com.google.android.apps.paidtasks,Tools,4.2949786,2328577,"50,000,000+",50000000,TRUE,0,USD,13M,4.1,5700313618786170000,https://www.google.com/insights/consumersurveys/,opinion-rewards-support@google.com,"Nov 5, 2013","May 17, 2021",https://www.google.com/policies/privacy/,Everyone,N/A,FALSE,FALSE,Answer surveys and earn Play credit!,1137831,4.1 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,2021032909
"Google Play Books - Ebooks, Audiobooks, and Comics",com.google.android.apps.books,Books & Reference,4.11663,1808528,"1,000,000,000+",1000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://play.google.com/,googleplay-support@google.com,"Dec 6, 2010","May 27, 2021",https://play.google.com/books/intl/privacy.html,Teen,N/A,FALSE,FALSE,All the books you love. On the page or out loud. Anywhere you are.,366119,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Google Chat,com.google.android.apps.dynamite,Business,3.6849394,17333,"5,000,000+",5000000,TRUE,0,USD,15M,5,5700313618786170000,https://chat.google.com,apps-help@google.com,"Feb 28, 2018","May 19, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Intelligent team communication,6474,5.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,2021.05.02.373007768_prod
"Google Go: A lighter, faster way to search",com.google.android.apps.searchlite,Tools,4.229515,661866,"500,000,000+",500000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,https://www.google.com/search/about/,apps-help@google.com,"Aug 19, 2019","May 28, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Everything you need in one app,243614,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
PhotoScan by Google Photos,com.google.android.apps.photos.scanner,Photography,4.310096,140683,"10,000,000+",10000000,TRUE,0,USD,Varies with device,5,5700313618786170000,https://support.google.com/photos?p=scan_help,apps-help@google.com,"Nov 15, 2016","April 26, 2019",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"Photos from the past, meet scanner from the future.",38916,5.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,1.5.2.242191532
"Google Maps Go - Directions, Traffic & Transit",com.google.android.apps.mapslite,Travel & Local,3.8429284,160705,"100,000,000+",100000000,TRUE,0,USD,2.3M,4.4,5700313618786170000,https://maps.google.com/about/,apps-help@google.com,"Feb 6, 2018","February 17, 2021",http://www.google.com/policies/privacy,Everyone,TRUE,FALSE,FALSE,"Get real-time traffic, directions, search and find places",47449,4.4 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,152
Google Keep - Notes and Lists,com.google.android.keep,Productivity,4.3335247,1201615,"1,000,000,000+",1000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,https://support.google.com/?p=notes_main,apps-help@google.com,"Mar 20, 2013","May 27, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Google Keep,284270,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Socratic by Google,com.google.socratic,Education,4.551245,89760,"10,000,000+",10000000,TRUE,0,USD,11M,5,5700313618786170000,https://socratic.org/,socratic-feedback+android@google.com,"Feb 12, 2020","October 21, 2020",https://policies.google.com/privacy?hl=en-US,Everyone,N/A,FALSE,FALSE,Get unstuck. Learn better.,36202,5.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,1.3.0.337156962
"Google Tasks: Any Task, Any Goal. Get Things Done",com.google.android.apps.tasks,Productivity,4.5470066,164213,"5,000,000+",5000000,TRUE,0,USD,6.6M,6,5700313618786170000,N/A,apps-help@google.com,"Apr 24, 2018","May 11, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Simply create any task or subtask. Integrated with mail for easy collaboration.,60353,6.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,2021.04.25.370342879.release
Google Duo - High Quality Video Calls,com.google.android.apps.tachyon,Communication,4.486469,7630864,"1,000,000,000+",1000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,N/A,apps-help@google.com,"Aug 16, 2016","May 17, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"High quality video calling for Android & iOS phones, tablets, Google Nest & web.",2663616,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Calculator,com.google.android.calculator,Tools,4.4095917,348162,"500,000,000+",500000000,TRUE,0,USD,2.6M,6,5700313618786170000,http://www.google.com/,android-calculator-feedback@google.com,"Mar 30, 2016","October 7, 2019",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,A simple calculator utility for Android,70708,6.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,7.8 (271241277)
Navigation for Google Maps Go,com.google.android.apps.navlite,Travel & Local,4.330077,239956,"100,000,000+",100000000,TRUE,0,USD,22M,4.4,5700313618786170000,https://maps.google.com/about/,apps-help@google.com,"Jul 25, 2018","January 27, 2021",http://www.google.com/policies/privacy,Everyone,TRUE,FALSE,FALSE,"Voice guided navigation for Google Maps Go, optimized for low-memory phones.",77730,4.4 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,10.55.0
Google Street View,com.google.android.street,Travel & Local,4.1499815,2307911,"1,000,000,000+",1000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://www.google.com/mobile/maps/,apps-help@google.com,"Sep 9, 2010","April 21, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Create your own Street View imagery or virtually explore the world,422101,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Android TV Remote Control,com.google.android.tv.remote,Tools,3.50753,57649,"10,000,000+",10000000,TRUE,0,USD,6.7M,4,5700313618786170000,http://developer.android.com/tv,apps-help@google.com,"Jun 25, 2014","April 14, 2017",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Android TV Remote,22708,4.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,1.1.0.3876957
Google Chrome: Fast & Secure,com.android.chrome,Communication,4.1005745,30988860,"5,000,000,000+",5000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://www.google.com/chrome/android,apps-help@google.com,"Feb 7, 2012","May 25, 2021",http://www.google.com/chrome/intl/en/privacy.html,Everyone,N/A,FALSE,FALSE,"Fast, simple, and secure. Google Chrome browser for Android phones and tablets.",9569883,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Wear OS by Google Smartwatch (was Android Wear),com.google.android.wearable.app,Communication,3.684462,244003,"10,000,000+",10000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://support.google.com/wearos,apps-help@google.com,"Jul 2, 2014","April 30, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"Wear OS by Google app, previously Android Wear, syncs your smartwatch and phone",62503,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
YouTube TV - Watch & Record Live TV,com.google.android.youtube.tvunplugged,Entertainment,2.84375,32,"1,000,000+",1000000,TRUE,0,USD,Varies with device,5,5700313618786170000,http://tv.youtube.com/,youtube-support@google.com,"Nov 2, 2017","February 22, 2021",http://www.google.com/policies/privacy,Teen,TRUE,FALSE,FALSE,"Try it FREE! Watch and DVR live TV from 50+ channels, including sports networks.",29,5.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,1.11.02
Google Drive,com.google.android.apps.docs,Productivity,4.2985845,7763773,"5,000,000,000+",5000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,https://support.google.com/drive/?p=android_drive_help,apps-help@google.com,"Apr 27, 2011","May 27, 2021",http://www.google.com/policies/privacy,Everyone,N/A,TRUE,FALSE,Free online storage from Google.,2223100,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Chrome Beta,com.chrome.beta,Productivity,4.281986,354286,"10,000,000+",10000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://www.google.com/chrome/android,apps-help@google.com,"Dec 12, 2012","May 24, 2021",http://www.google.com/chrome/intl/en/privacy.html,Everyone,N/A,FALSE,FALSE,"The speed and simplicity of Chrome, now on your Android device in beta.",91970,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,91.0.4472.77
Google Family Link for children & teens,com.google.android.apps.kids.familylinkhelper,Tools,1.3796173,226274,"10,000,000+",10000000,TRUE,0,USD,5.3M,5,5700313618786170000,https://families.google.com/familylink,familylink-support@google.com,"Sep 17, 2018","May 11, 2021",https://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Download this app to your child/teen’s device to use Family Link.,135874,5.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,flh.release.1.49.0.E.369503009
Measure,com.google.tango.measure,Tools,2.9301832,23287,"5,000,000+",5000000,TRUE,0,USD,Varies with device,7,5700313618786170000,https://developers.google.com/ar/discover/,apps-help@google.com,"Sep 14, 2016","February 6, 2020",http://www.google.com/policies/privacy/,Everyone,N/A,FALSE,FALSE,Turn your phone into a tape measure,9430,7.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Jamboard,com.google.android.apps.jam,Tools,3.0540185,15151,"5,000,000+",5000000,TRUE,0,USD,Varies with device,6,5700313618786170000,https://gsuite.google.com/products/jamboard/,jam-support@google.com,"May 24, 2017","May 21, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,A collaboration space worthy of your ideas,5679,6.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,2021.05.09.372832901
Phone by Google - Caller ID & Spam Protection,com.google.android.dialer,Tools,4.4929433,742836,"500,000,000+",500000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://www.android.com/,apps-help@google.com,"Dec 7, 2015","May 25, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"Reliable phone calls with spam protection, caller ID and more helpful features",149298,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Gmail,com.google.android.gm,Communication,4.1913967,9348729,"5,000,000,000+",5000000000,TRUE,0,USD,Varies with device,Varies,5700313618786170000,http://support.google.com/mail/bin/topic.py?hl=en&topic=2451697&parent=2451730&ctx=topic,apps-help@google.com,"Sep 21, 2010","May 25, 2021",http://www.google.com/policies/privacy,Everyone,TRUE,FALSE,FALSE,Email from Google,2584682,Varies with device,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Google Fi,com.google.android.apps.tycho,Tools,3.7864993,18930,"1,000,000+",1000000,TRUE,0,USD,Varies with device,5.1,5700313618786170000,http://www.google.com/fi,google-fi-support@google.com,"Apr 29, 2015","May 26, 2021",https://fi.google.com/about/privacy,Everyone,N/A,FALSE,FALSE,Google Fi — Manage your Google Fi account and get support 24/7.,6905,5.1 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,Varies with device
Sound Amplifier,com.google.android.accessibility.soundamplifier,Communication,4.047131,19388,"10,000,000+",10000000,TRUE,0,USD,Varies with device,6,5700313618786170000,N/A,sound-amplifier-help@google.com,"Feb 4, 2019","December 10, 2020",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,"Filter, augment, and amplify the sound around you and on your device.",5479,6.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,3.0.344165751
Cardboard,com.google.samples.apps.cardboarddemo,Libraries & Demo,3.7453847,150992,"10,000,000+",10000000,TRUE,0,USD,48M,4.4,5700313618786170000,http://developers.google.com/cardboard,apps-help@google.com,"Jun 25, 2014","February 19, 2019",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Experience virtual reality on your smartphone with Cardboard.,32050,4.4 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,1.9
Google My Business - Connect with your Customers,com.google.android.apps.vega,Business,4.2038894,16929,"10,000,000+",10000000,TRUE,0,USD,Varies with device,5,5700313618786170000,http://www.google.com/business,local-mobile-app-support@google.com,"Jun 11, 2014","May 26, 2021",http://www.google.com/policies/privacy,Everyone,N/A,FALSE,FALSE,Connect with your customers on Google and get insights on your business,5179,5.0 and up,Google LLC,"1600 Amphitheatre Parkway, Mountain View 94043",5.70031E+18,3.36.0.372401129
